age;job;marital;education;default;housing;loan;month;day_of_week;campaign;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;y
47;admin.;divorced;university.degree;no;no;no;jul;tue;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
32;technician;single;professional.course;no;yes;no;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
55;retired;married;professional.course;no;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
31;blue-collar;married;high.school;no;yes;no;jul;tue;7;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
28;technician;single;university.degree;;no;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
52;admin.;married;high.school;no;no;no;jul;tue;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
40;admin.;single;high.school;no;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
58;housemaid;married;university.degree;no;yes;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
37;admin.;single;high.school;no;yes;no;jul;tue;34;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
39;technician;married;university.degree;no;no;no;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
53;management;single;professional.course;;no;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
31;blue-collar;single;professional.course;no;no;yes;jul;tue;13;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
46;technician;divorced;professional.course;;no;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
50;services;single;high.school;no;yes;no;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
35;technician;divorced;professional.course;no;no;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
59;housemaid;divorced;university.degree;no;yes;no;jul;tue;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
59;housemaid;divorced;university.degree;no;no;no;jul;tue;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
56;retired;married;basic.6y;no;yes;no;jul;tue;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
49;retired;married;high.school;no;yes;no;jul;tue;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
30;admin.;married;high.school;no;no;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
27;services;divorced;high.school;no;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
25;admin.;single;high.school;no;no;no;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
55;blue-collar;single;basic.9y;;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
57;admin.;divorced;university.degree;;yes;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
55;blue-collar;single;basic.9y;;no;yes;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
43;housemaid;divorced;basic.9y;no;yes;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
32;admin.;married;professional.course;;yes;no;jul;tue;7;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
39;services;married;high.school;no;yes;yes;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
47;admin.;divorced;university.degree;no;no;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
48;technician;married;professional.course;no;yes;no;jul;tue;11;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;yes
42;admin.;divorced;high.school;no;yes;yes;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
57;admin.;divorced;university.degree;;yes;yes;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;yes
54;entrepreneur;divorced;high.school;;no;yes;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
31;admin.;married;high.school;no;no;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
45;admin.;married;university.degree;no;no;no;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
36;technician;married;high.school;no;yes;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
59;housemaid;divorced;;no;;;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
26;unemployed;married;high.school;no;;;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
38;services;single;high.school;;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
60;retired;married;basic.6y;;yes;no;jul;tue;13;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
52;technician;married;basic.9y;no;no;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
46;services;divorced;high.school;no;no;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
39;blue-collar;married;;no;yes;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
37;admin.;single;high.school;no;yes;no;jul;tue;11;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
52;admin.;divorced;high.school;;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
28;technician;single;university.degree;;no;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;yes
37;admin.;single;high.school;no;yes;no;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
40;entrepreneur;married;high.school;no;no;no;jul;tue;12;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
33;technician;married;professional.course;no;yes;yes;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
48;services;married;basic.6y;;yes;no;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
35;services;married;high.school;no;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
55;entrepreneur;divorced;university.degree;no;no;yes;jul;tue;7;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
30;blue-collar;married;basic.9y;no;yes;no;jul;tue;7;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
43;admin.;married;high.school;no;no;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
48;technician;married;professional.course;no;no;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
44;blue-collar;single;basic.9y;no;yes;no;jul;tue;11;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;yes
55;housemaid;married;basic.4y;;no;no;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
43;retired;married;basic.9y;no;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
38;management;divorced;university.degree;no;yes;no;jul;tue;9;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
54;retired;divorced;basic.4y;;no;yes;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
37;admin.;single;high.school;no;yes;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
37;admin.;single;high.school;no;no;yes;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
44;housemaid;married;university.degree;;no;yes;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
26;unemployed;married;high.school;no;no;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
51;blue-collar;divorced;basic.9y;no;yes;no;jul;tue;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
41;housemaid;divorced;high.school;;yes;yes;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
53;services;married;high.school;no;no;yes;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
30;admin.;divorced;university.degree;no;yes;no;jul;tue;9;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
46;admin.;married;university.degree;no;no;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
47;housemaid;married;basic.4y;;no;no;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
58;retired;divorced;professional.course;no;no;no;jul;tue;24;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
25;admin.;single;high.school;no;no;yes;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
53;housemaid;married;basic.4y;;no;no;jul;tue;20;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
47;housemaid;married;basic.4y;;yes;yes;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
31;blue-collar;single;professional.course;no;no;no;jul;tue;8;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
45;admin.;married;university.degree;no;no;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
55;management;married;basic.4y;;no;yes;jul;tue;7;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
44;;married;high.school;;no;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
55;housemaid;married;basic.4y;;yes;no;jul;tue;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
30;admin.;single;university.degree;no;no;no;jul;tue;11;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
46;admin.;married;university.degree;no;no;no;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
37;admin.;single;high.school;no;yes;no;jul;tue;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
44;technician;divorced;;no;no;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
30;blue-collar;single;high.school;no;yes;no;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
30;technician;married;professional.course;no;no;no;jul;tue;19;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
37;admin.;single;high.school;no;no;no;jul;tue;8;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
52;admin.;married;university.degree;no;yes;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
38;blue-collar;married;;no;no;no;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
34;services;married;high.school;;yes;no;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
34;blue-collar;single;high.school;no;yes;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
32;admin.;married;high.school;no;no;no;jul;tue;14;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
47;retired;married;university.degree;no;no;no;jul;tue;10;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
35;management;single;university.degree;no;yes;no;jul;tue;23;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
38;admin.;married;university.degree;no;yes;no;jul;tue;30;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
52;admin.;single;high.school;;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
40;housemaid;married;basic.6y;no;yes;no;jul;tue;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
37;admin.;single;high.school;no;yes;no;jul;tue;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
27;services;single;basic.9y;no;yes;yes;jul;tue;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
31;blue-collar;single;professional.course;no;yes;no;jul;tue;13;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
30;entrepreneur;single;university.degree;no;no;no;jul;tue;21;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;no
34;admin.;single;university.degree;no;yes;no;jul;wed;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
45;admin.;married;university.degree;no;no;no;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
56;technician;married;basic.4y;;yes;yes;jul;wed;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
48;entrepreneur;married;basic.9y;no;yes;no;jul;wed;7;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
26;services;single;university.degree;no;yes;no;jul;wed;8;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
25;services;single;high.school;;yes;yes;jul;wed;7;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
55;services;married;basic.9y;no;yes;no;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
28;management;married;university.degree;no;yes;yes;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
40;admin.;single;high.school;no;yes;no;jul;wed;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
47;housemaid;married;basic.4y;;no;no;jul;wed;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
31;housemaid;single;high.school;no;yes;no;jul;wed;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
60;blue-collar;divorced;basic.4y;;no;no;jul;wed;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
44;blue-collar;married;basic.6y;no;yes;no;jul;wed;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
53;housemaid;married;basic.4y;;no;yes;jul;wed;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
53;management;single;professional.course;;no;no;jul;wed;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
46;admin.;married;university.degree;no;yes;no;jul;wed;11;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
45;housemaid;divorced;basic.4y;;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
26;services;single;high.school;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
42;admin.;married;high.school;no;no;no;jul;wed;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
29;blue-collar;married;high.school;no;yes;yes;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
40;unemployed;divorced;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
45;technician;married;professional.course;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;admin.;single;university.degree;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
32;services;single;basic.9y;no;yes;no;jul;wed;20;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;admin.;single;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
56;retired;married;basic.6y;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;admin.;single;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
37;admin.;single;university.degree;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
47;services;divorced;basic.4y;;no;no;jul;wed;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;admin.;married;high.school;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
50;services;single;high.school;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
49;admin.;divorced;basic.9y;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
49;admin.;divorced;basic.9y;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
32;admin.;married;university.degree;no;no;yes;jul;wed;8;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
25;services;single;high.school;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
41;student;married;;;yes;yes;jul;wed;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
56;retired;married;basic.6y;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
59;retired;married;high.school;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
50;services;divorced;basic.6y;no;no;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;yes
37;admin.;single;university.degree;no;no;yes;jul;wed;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
33;technician;married;university.degree;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
49;services;married;high.school;;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
25;services;single;high.school;;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;yes
38;technician;married;university.degree;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
38;admin.;single;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
58;technician;married;basic.9y;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
58;technician;married;basic.9y;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
44;services;married;high.school;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
46;admin.;married;university.degree;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
46;services;divorced;high.school;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
40;housemaid;married;basic.6y;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
42;entrepreneur;single;;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
23;services;married;high.school;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;yes
25;services;single;high.school;;no;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
29;admin.;single;high.school;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
34;technician;single;professional.course;;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;services;divorced;high.school;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
45;admin.;single;professional.course;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
36;services;married;high.school;no;no;no;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
24;blue-collar;single;basic.4y;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
31;services;single;high.school;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
30;entrepreneur;single;university.degree;no;yes;yes;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
45;blue-collar;married;basic.9y;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
55;entrepreneur;single;;;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;yes
27;services;single;basic.9y;no;no;no;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
55;;married;;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
41;blue-collar;married;basic.6y;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
36;admin.;married;high.school;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
44;services;divorced;high.school;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
52;management;married;university.degree;no;no;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
28;self-employed;married;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
43;admin.;married;high.school;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
44;;married;high.school;;yes;no;jul;wed;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
58;entrepreneur;married;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
42;management;married;university.degree;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
32;admin.;married;professional.course;no;yes;no;jul;wed;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
28;self-employed;married;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
35;blue-collar;married;basic.9y;;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
40;admin.;divorced;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
50;admin.;married;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
58;entrepreneur;married;university.degree;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
30;admin.;single;high.school;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
55;entrepreneur;divorced;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
22;services;married;basic.9y;;no;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
28;self-employed;single;university.degree;no;yes;no;jul;wed;19;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
25;admin.;single;high.school;no;no;no;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;technician;married;university.degree;no;yes;no;jul;wed;8;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
43;admin.;married;high.school;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
33;admin.;married;university.degree;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
28;technician;single;professional.course;no;no;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
34;admin.;married;university.degree;;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
34;technician;married;professional.course;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
41;housemaid;divorced;basic.9y;;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
34;technician;married;professional.course;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
37;admin.;married;university.degree;no;yes;no;jul;wed;22;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
44;admin.;married;high.school;no;yes;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
28;technician;single;professional.course;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
40;technician;single;;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
52;blue-collar;divorced;basic.4y;no;yes;no;jul;wed;8;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
24;blue-collar;single;basic.9y;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
36;technician;single;professional.course;no;no;no;jul;wed;29;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
24;blue-collar;single;basic.9y;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
50;services;single;high.school;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
36;unemployed;single;high.school;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
51;blue-collar;married;high.school;;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
56;management;married;university.degree;no;no;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
37;blue-collar;married;basic.6y;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
37;blue-collar;married;basic.6y;;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;blue-collar;married;basic.9y;;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
37;blue-collar;married;basic.6y;;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
36;unemployed;single;high.school;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
40;unemployed;divorced;university.degree;no;no;no;jul;wed;5;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
34;admin.;married;university.degree;;;;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
50;services;single;high.school;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
40;unemployed;divorced;university.degree;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;yes
47;;married;;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
41;housemaid;divorced;basic.9y;;no;yes;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
44;admin.;single;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
33;management;single;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
44;self-employed;married;basic.9y;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
46;admin.;married;university.degree;no;no;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
28;self-employed;married;university.degree;no;no;no;jul;wed;3;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
31;admin.;married;university.degree;no;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
35;blue-collar;married;professional.course;no;yes;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
39;admin.;married;university.degree;;yes;no;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
35;admin.;married;high.school;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;yes
31;housemaid;single;high.school;no;yes;no;jul;wed;4;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
30;blue-collar;married;basic.9y;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;yes
25;admin.;single;high.school;no;no;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
50;services;single;high.school;no;no;no;jul;wed;9;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
33;student;married;high.school;no;no;no;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
41;technician;divorced;professional.course;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
53;blue-collar;married;basic.6y;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
36;admin.;married;high.school;no;no;no;jul;wed;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
41;services;divorced;high.school;no;no;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
30;services;married;high.school;;yes;no;jul;wed;1;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
33;technician;married;professional.course;no;yes;no;jul;wed;6;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
32;blue-collar;single;university.degree;no;yes;yes;jul;wed;2;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;no
